Exchange ,Scrip Code ,User ,Client ,Client Name ,Instrument Type ,Instrument Name ,Symbol ,Ser/Exp ,Strike Price ,Option Type ,Scrip Name ,Buy Qty ,Buy Lot ,Buy Weight ,Buy Val ,Buy Avg. ,Sell Qty ,Sell Lot ,Sell Weight ,Sell Val ,Sell Avg. ,Net Qty ,Net Lot ,Net Weight ,Net Val  ,Net Price ,Market Price ,MTMV Pos  ,MTM G/L  ,Product Type ,Group ,DPR Range ,Maturity Date ,Yield ,Total Value ,Total Quantity ,Total Lot ,Total Weight ,Brokerage ,Net MTM ,Net Value Post Expenses ,Option Flag ,VAR % ,VAR Amount ,SM Category ,Category ,Expense ,ExcerciseExpense ,CF Avg Price ,Actual MTM P&L ,Unsettled Quantity
NSE ,154341 ,ALL ,S1693 ,SAVITA SANJAY PACHERIWALA ,Options ,OPTSTK ,TITAN ,29AUG2024 ,3500.00 ,CE ,TITAN24AUG3500CE , , , , , ,175 ,1 , ,6807.50 ,38.90 ,-175 ,-1 , ,6807.50 ,38.90 ,36.70 ,-6422.50 ,385.00 ,CarryForward ,HO ,2.80 - 76.20 , , ,6807.50 ,175 ,1 , ,0.00 ,385.00 ,6807.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,154341 ,ALL ,A854 ,ANKUSH DHYAWALA ,Options ,OPTSTK ,TITAN ,29AUG2024 ,3500.00 ,CE ,TITAN24AUG3500CE , , , , , ,175 ,1 , ,6798.75 ,38.85 ,-175 ,-1 , ,6798.75 ,38.85 ,36.70 ,-6422.50 ,376.25 ,CarryForward ,HO ,2.80 - 76.20 , , ,6798.75 ,175 ,1 , ,0.00 ,376.25 ,6798.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,154341 ,ALL ,N390 ,NIRMAL KUMAR AGARWAL ,Options ,OPTSTK ,TITAN ,29AUG2024 ,3500.00 ,CE ,TITAN24AUG3500CE , , , , , ,175 ,1 , ,6807.50 ,38.90 ,-175 ,-1 , ,6807.50 ,38.90 ,36.70 ,-6422.50 ,385.00 ,CarryForward ,HO ,2.80 - 76.20 , , ,6807.50 ,175 ,1 , ,0.00 ,385.00 ,6807.50 ,OTM , , , ,NORMAL , , , , ,
NSE ,145198 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,TITAN ,25JUL2024 ,3600.00 ,CE ,TITAN24JUL3600CE ,175 ,1 , ,393.75 ,2.25 , , , , , ,175 ,1 , ,-393.75 ,2.25 ,2.30 ,402.50 ,8.75 ,CarryForward ,HO ,0.05 - 22.40 , , ,393.75 ,175 ,1 , ,0.00 ,8.75 ,-393.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,145198 ,ALL ,S1693 ,SAVITA SANJAY PACHERIWALA ,Options ,OPTSTK ,TITAN ,25JUL2024 ,3600.00 ,CE ,TITAN24JUL3600CE ,175 ,1 , ,393.75 ,2.25 , , , , , ,175 ,1 , ,-393.75 ,2.25 ,2.30 ,402.50 ,8.75 ,CarryForward ,HO ,0.05 - 22.40 , , ,393.75 ,175 ,1 , ,0.00 ,8.75 ,-393.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,145198 ,ALL ,N390 ,NIRMAL KUMAR AGARWAL ,Options ,OPTSTK ,TITAN ,25JUL2024 ,3600.00 ,CE ,TITAN24JUL3600CE ,175 ,1 , ,393.75 ,2.25 , , , , , ,175 ,1 , ,-393.75 ,2.25 ,2.30 ,402.50 ,8.75 ,CarryForward ,HO ,0.05 - 22.40 , , ,393.75 ,175 ,1 , ,0.00 ,8.75 ,-393.75 ,OTM , , , ,NORMAL , , , , ,
NSE ,8954 ,ALL ,A854 ,ANKUSH DHYAWALA ,Equities , ,TTML ,EQ , ,NORMAL ,TATA TELESERV(MAHARASTRA) ,5000 , , ,506550.00 ,101.31 ,5000 , , ,508150.00 ,101.63 , , , ,1600.00 , ,102.14 ,0.00 ,1600.00 ,Margin ,HO ,77.84 - 116.77 , , ,1014700.00 ,10000 , , ,0.00 ,1600.00 ,1600.00 ,NA ,24.97 ,0.00 , ,NORMAL , , , , ,
NSE ,145996 ,ALL ,N390 ,NIRMAL KUMAR AGARWAL ,Options ,OPTSTK ,ULTRACEMCO ,25JUL2024 ,12000.00 ,CE ,ULTRACEMCO24JUL12000CE ,100 ,1 , ,5245.00 ,52.45 , , , , , ,100 ,1 , ,-5245.00 ,52.45 ,38.70 ,3870.00 ,-1375.00 ,CarryForward ,HO ,0.05 - 281.00 , , ,5245.00 ,100 ,1 , ,0.00 ,-1375.00 ,-5245.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,128924 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,UNITDSPR ,25JUL2024 ,1220.00 ,PE ,UNITDSPR24JUL1220PE ,1400 ,2 , ,5950.00 ,4.25 , , , , , ,1400 ,2 , ,-5950.00 ,4.25 ,4.55 ,6370.00 ,420.00 ,CarryForward ,HO ,0.05 - 25.60 , , ,5950.00 ,1400 ,2 , ,0.00 ,420.00 ,-5950.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,128924 ,ALL ,S1716 ,SHEETAL JALAN ,Options ,OPTSTK ,UNITDSPR ,25JUL2024 ,1220.00 ,PE ,UNITDSPR24JUL1220PE ,700 ,1 , ,3080.00 ,4.40 , , , , , ,700 ,1 , ,-3080.00 ,4.40 ,4.55 ,3185.00 ,105.00 ,CarryForward ,HO ,0.05 - 25.60 , , ,3080.00 ,700 ,1 , ,0.00 ,105.00 ,-3080.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,146360 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,VOLTAS ,25JUL2024 ,1400.00 ,CE ,VOLTAS24JUL1400CE ,600 ,1 , ,51270.00 ,85.45 , , , , , ,600 ,1 , ,-51270.00 ,85.45 ,79.05 ,47430.00 ,-3840.00 ,CarryForward ,HO ,26.70 - 178.00 , , ,51270.00 ,600 ,1 , ,0.00 ,-3840.00 ,-51270.00 ,ITM , , , ,NORMAL , , , , ,
NSE ,148649 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,VOLTAS ,29AUG2024 ,1500.00 ,CE ,VOLTAS24AUG1500CE , , , , , ,600 ,1 , ,37200.00 ,62.00 ,-600 ,-1 , ,37200.00 ,62.00 ,56.95 ,-34170.00 ,3030.00 ,CarryForward ,HO ,25.70 - 114.40 , , ,37200.00 ,600 ,1 , ,0.00 ,3030.00 ,37200.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,146525 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,WIPRO ,25JUL2024 ,500.00 ,PE ,WIPRO24JUL500PE ,1500 ,1 , ,1575.00 ,1.05 , , , , , ,1500 ,1 , ,-1575.00 ,1.05 ,1.70 ,2550.00 ,975.00 ,CarryForward ,HO ,0.05 - 21.10 , , ,1575.00 ,1500 ,1 , ,0.00 ,975.00 ,-1575.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,148816 ,ALL ,M586 ,MURARI SECURITIES LTD ,Options ,OPTSTK ,WIPRO ,29AUG2024 ,500.00 ,PE ,WIPRO24AUG500PE , , , , , ,1500 ,1 , ,7275.00 ,4.85 ,-1500 ,-1 , ,7275.00 ,4.85 ,6.60 ,-9900.00 ,-2625.00 ,CarryForward ,HO ,0.05 - 24.35 , , ,7275.00 ,1500 ,1 , ,0.00 ,-2625.00 ,7275.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,148816 ,ALL ,A926 ,AASTHA SANJAY PACHERIWALA ,Options ,OPTSTK ,WIPRO ,29AUG2024 ,500.00 ,PE ,WIPRO24AUG500PE , , , , , ,1500 ,1 , ,9150.00 ,6.10 ,-1500 ,-1 , ,9150.00 ,6.10 ,6.60 ,-9900.00 ,-750.00 ,CarryForward ,HO ,0.05 - 24.35 , , ,9150.00 ,1500 ,1 , ,0.00 ,-750.00 ,9150.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,148816 ,ALL ,A956 ,ANKUSH DHYAWALA (HUF) ,Options ,OPTSTK ,WIPRO ,29AUG2024 ,500.00 ,PE ,WIPRO24AUG500PE , , , , , ,1500 ,1 , ,7275.00 ,4.85 ,-1500 ,-1 , ,7275.00 ,4.85 ,6.60 ,-9900.00 ,-2625.00 ,CarryForward ,HO ,0.05 - 24.35 , , ,7275.00 ,1500 ,1 , ,0.00 ,-2625.00 ,7275.00 ,OTM , , , ,NORMAL , , , , ,
NSE ,146533 ,ALL ,A936 ,ANISHA ESTATE AND FINANCE PRIVATE LTD ,Options ,OPTSTK ,WIPRO ,25JUL2024 ,540.00 ,PE ,WIPRO24JUL540PE , , , , , ,1500 ,1 , ,10275.00 ,6.85 ,-1500 ,-1 , ,10275.00 ,6.85 ,6.85 ,-10275.00 ,0.00 ,CarryForward ,HO ,0.05 - 24.15 , , ,10275.00 ,1500 ,1 , ,0.00 ,0.00 ,10275.00 ,OTM , , , ,NORMAL , , , , ,
----------- ,----------- ,ALL ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- , ,----------- , , ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- ,----------- , , , ,----------- ,----------- ,-----------
(ALL) ,(ALL) ,ALL ,(ALL) ,(ALL) ,(ALL) ,(ALL) ,(ALL) ,(ALL) ,(ALL) ,(ALL) ,(ALL) ,121719 ,135 ,0.00 ,11607591.10 , ,189525 ,135 ,0.00 ,11028391.25 , ,-67806 ,0 ,0.00 ,-579199.85 , , ,416094.69 ,-163105.16 ,(ALL) , ,(ALL) , , ,22635982.35 ,311244 ,270 ,0 ,0.00 ,-163105.16 ,-579199.85 ,(ALL) ,(ALL) ,(ALL) ,(ALL) , , , , , ,0
